----	0.673684
---0	0.715789
---+	0.715789
--0-	0.663158
--00	0.715789
--0+	0.736842
--+-	0.694737
--+0	0.705263
--++	0.715789
-+--	0.557895
-+-0	0.557895
-+-+	0.578947
-+0-	0.547368
-+00	0.589474
-+0+	0.578947
-++-	0.557895
-++0	0.51579
-+++	0.578947
+---	0.694737
+--0	0.705263
+--+	0.715789
+-0-	0.673684
+-00	0.705263
+-0+	0.715789
